"age","net","gun","sex","year","previous","nruns"
43,64.93,64.93,"F",2005,2,3
21,85.47,89.27,"F",2004,0,3
57,NA,98.12,"M",2007,1,3
46,85.1,86.35,"M",2004,5,6
61,112.2,113.8,"F",2006,1,3
34,74.7,79.02,"M",2002,0,3
38,86.58,87.47,"M",2003,2,3
48,95.38,101.7,"F",2003,0,5
44,NA,82.08,"M",2008,3,4
29,131.6,137.2,"F",2002,1,5
40,66.42,66.97,"M",2003,2,4
27,87.98,93.88,"M",2001,0,4
31,79.23,79.93,"F",2000,1,4
25,89.18,90.58,"F",2005,0,3
54,96.17,101.8,"M",2004,2,3
40,67.08,67.2,"M",2003,2,7
28,89.8,94.05,"F",2006,0,3
43,96.1,98.18,"F",2005,2,3
29,NA,83.95,"F",2007,2,3
26,109.9,113.5,"F",2006,1,4
28,124.8,128.6,"M",2002,0,3
56,97.22,101.2,"M",2006,0,3
26,111.2,114.4,"F",2004,1,4
46,95.02,95.83,"M",2003,0,3
54,68.58,69.02,"M",2006,5,6
46,73.7,74.15,"M",2002,1,6
49,112.5,121.6,"F",2006,0,3
49,74.83,75.72,"M",2006,3,6
50,NA,108.7,"M",2007,5,7
40,95.05,99.53,"F",2001,0,3
31,84.22,87.82,"M",2003,1,7
30,98.63,102.4,"F",2004,1,4
50,NA,83.53,"M",2008,3,4
61,NA,78.58,"M",2008,2,3
38,97.32,100.9,"F",2003,2,5
50,86.02,87.37,"F",2005,5,9
39,NA,87.38,"F",1999,0,3
73,94.33,94.52,"M",2000,1,4
23,NA,110.7,"F",2008,2,3
33,92.27,97.85,"F",2004,3,6
55,85.17,86.43,"M",2001,0,3
25,101.3,106,"F",2002,0,3
35,70.33,70.75,"M",2000,0,3
30,100.2,103.9,"F",2005,1,3
28,100.1,106.3,"F",2004,1,3
26,NA,71.22,"F",2007,1,3
58,96.22,97.22,"M",2005,5,7
38,88.02,89.58,"F",2005,2,4
44,74.08,74.62,"M",2004,4,6
30,92.48,98.93,"M",2006,1,3
32,93.9,95.9,"F",2000,1,7
62,NA,85.68,"M",2007,5,7
25,NA,80.12,"M",2007,2,4
60,69.92,69.93,"M",2006,1,3
36,81.38,86.2,"M",2005,3,4
53,93.13,97.6,"M",2003,1,3
48,106.7,106.7,"F",2001,2,7
28,90.55,93.2,"F",2005,1,3
34,NA,80.32,"M",2007,2,3
28,NA,87.3,"F",2008,4,5
44,78.6,79.57,"M",2003,0,3
37,NA,50.27,"M",2007,5,6
53,NA,76.8,"M",1999,0,6
32,NA,101.4,"F",2008,3,4
50,93.42,97.27,"M",2001,0,5
25,86.98,88.52,"M",2006,2,4
52,86.08,92.15,"M",2006,2,4
48,NA,103,"M",2008,3,4
44,NA,77.42,"M",1999,0,4
34,68.4,68.88,"F",2002,0,3
33,NA,82.23,"M",2007,4,5
40,113.2,119.3,"F",2001,0,4
33,92.65,96.78,"M",2000,1,7
59,NA,106.3,"M",2008,5,6
41,81.83,84.7,"F",2001,1,5
57,78.02,78.68,"M",2005,3,5
63,127.5,129.4,"M",2006,2,4
27,97.48,103.3,"M",2003,1,3
56,NA,79.72,"F",2007,4,6
43,80.18,80.72,"M",2001,2,8
49,NA,74.35,"M",1999,0,3
53,NA,83.15,"M",2008,2,3
44,112.9,117.3,"F",2004,2,4
35,93.45,96.1,"M",2006,2,4
44,72.57,73.88,"M",2006,5,7
27,NA,103.2,"F",1999,0,7
62,84.87,85.93,"M",2001,1,4
30,70.47,71.23,"M",2002,1,3
43,NA,90.82,"M",2008,2,3
40,104.6,109,"M",2001,1,3
38,NA,96.72,"M",2008,2,3
26,86.62,92.68,"M",2005,0,4
32,84.37,86.9,"M",2002,0,3
32,98.82,104.2,"F",2003,1,4
26,93.45,95.27,"M",2006,0,3
55,95.65,100.9,"M",2002,1,3
29,80.08,81.42,"F",2005,2,4
52,84.5,88.73,"M",2003,1,3
51,91.6,94.57,"M",2004,4,7
32,86.95,87.9,"F",2004,0,3
52,103.3,106.9,"F",2005,2,6
34,108.5,115.5,"M",2005,2,3
48,NA,94.68,"F",2007,2,3
51,81.78,82.67,"M",2000,0,5
32,82.38,83.45,"F",2002,0,3
50,97.03,104.2,"M",2005,0,3
48,82.55,84.27,"M",2001,2,5
55,NA,111.6,"M",1999,0,3
51,NA,90.27,"F",1999,0,5
35,82.78,84.35,"M",2006,0,3
40,99.93,105.1,"M",2004,1,3
31,92.62,94.9,"F",2002,0,5
40,83.15,84.75,"M",2006,4,6
44,78.22,78.72,"F",2003,3,6
31,91.82,93.22,"F",2003,1,3
27,79.32,85.93,"M",2003,0,5
37,NA,89.82,"M",2008,3,4
50,88.2,88.45,"M",2002,1,4
36,69.6,70.12,"M",2005,3,6
32,108.2,114.8,"M",2002,0,4
55,86.47,89.3,"M",2005,0,3
38,99.4,108.9,"M",2001,0,5
41,95.97,103.3,"F",2004,0,4
66,NA,96.82,"M",2008,7,8
38,NA,71.45,"M",2008,7,8
41,NA,69.35,"F",2008,3,4
51,95.83,102.9,"M",2004,0,4
33,86.2,87.75,"F",2005,1,4
31,56.92,56.97,"M",2004,1,4
53,90.5,92.98,"M",2000,0,6
53,83.6,83.68,"M",2003,1,7
54,79.92,81.68,"M",2001,2,6
44,114.5,123,"F",2006,1,4
31,99.27,101.7,"F",2001,2,9
40,79.75,80.73,"M",2002,2,3
54,96.6,99.38,"M",2001,1,6
33,86.57,100.4,"F",2001,1,3
45,88.93,88.93,"M",2005,6,10
41,NA,83.38,"F",1999,0,5
71,82.47,82.57,"M",2001,2,3
27,58.08,58.1,"M",2006,3,5
47,62.92,63.07,"M",2005,1,3
31,98.82,104.6,"F",2002,1,3
31,91.4,95.47,"M",2002,1,3
41,102.1,107.9,"M",2001,1,3
44,108.5,113.2,"F",2000,1,3
43,84.27,89.17,"M",2004,1,5
67,97.85,103.9,"M",2003,4,7
45,NA,90.25,"F",2008,2,3
29,82.95,83.85,"F",2005,3,7
29,75.12,75.87,"M",2002,0,3
29,NA,75.23,"M",2008,1,3
30,NA,110.1,"F",2008,2,3
32,111.2,119.2,"M",2006,0,3
21,NA,98.68,"F",2008,2,3
48,NA,84.33,"F",1999,0,3
57,114.5,124,"F",2006,1,4
43,66.58,66.85,"M",2004,3,7
39,99,103,"M",2001,1,4
31,NA,102.2,"F",2007,2,3
59,80.93,82.67,"M",2004,3,7
27,86.83,89.98,"M",2001,1,5
26,NA,92.63,"F",2007,2,3
28,105.9,110.5,"F",2002,0,3
40,62.55,62.67,"M",2003,1,3
47,NA,76.43,"M",2007,6,7
35,107.9,109.5,"F",2001,0,3
50,70.7,70.93,"M",2003,4,8
56,82.02,83.02,"M",2005,4,7
34,NA,88.93,"M",1999,0,7
40,NA,77,"M",2008,7,8
60,113.5,114.8,"F",2003,2,3
52,75.57,76.47,"M",2004,0,5
52,NA,94.57,"M",1999,0,4
36,93.45,95.13,"F",2003,2,4
31,NA,92.87,"F",2007,1,3
34,78.62,79.47,"M",2002,0,5
47,124,127.9,"F",2004,2,4
46,65.42,65.55,"M",2004,2,5
48,NA,104.9,"M",1999,0,4
45,NA,97.22,"M",2008,5,6
34,91.4,97.32,"M",2002,0,3
61,NA,116.5,"M",2008,4,5
47,NA,95.58,"M",1999,0,4
41,95.8,103.1,"M",2005,2,3
49,93.53,95.12,"F",2003,2,3
37,79.2,80.53,"F",2000,1,4
25,88.98,91.23,"F",2003,1,3
49,NA,104.5,"M",1999,0,4
28,76.1,77.55,"M",2005,0,3
36,71.08,71.58,"M",2004,2,3
33,87.63,90.75,"F",2003,3,6
35,89.48,92.58,"F",2000,0,4
35,NA,107.2,"M",2007,3,5
39,71.82,72.3,"M",2002,2,5
27,89.95,91.55,"F",2000,1,3
31,99.32,102.9,"F",2006,2,3
42,79.97,80.57,"F",2002,0,3
37,NA,62.88,"M",2008,4,5
25,83.35,84.53,"F",2005,2,4
43,108.4,112.5,"F",2000,1,3
40,70.15,70.7,"M",2001,1,7
31,NA,83.83,"M",2007,1,3
53,89.72,93.65,"F",2005,2,3
36,105.4,107.2,"F",2000,0,3
58,86.45,86.93,"M",2001,2,5
53,105.6,108.2,"M",2003,3,4
23,107.8,109.7,"F",2005,2,3
48,NA,66.68,"M",2007,5,7
47,113.6,114.6,"F",2005,2,5
28,107.6,116.7,"F",2006,2,3
43,68.42,68.73,"F",2005,1,4
42,73.42,76.47,"M",2005,1,3
35,98.67,103,"M",2003,2,3
31,97.28,98.97,"F",2002,3,4
41,NA,69.57,"M",1999,0,3
47,95.27,98.2,"M",2002,0,5
56,80.22,81.73,"M",2004,2,3
32,80.9,82.5,"M",2002,0,3
45,70.83,71.25,"M",2001,1,5
45,76.2,76.67,"M",2001,2,4
42,NA,90.45,"F",2007,3,4
29,70.92,71.17,"M",2002,1,3
44,94.42,103.4,"F",2001,2,4
24,82.5,84.12,"F",2001,0,4
33,104.3,108,"F",2000,0,3
45,129,136.4,"F",2004,2,3
25,98.7,105,"F",2006,0,3
33,75.85,77.93,"F",2003,1,3
43,93.52,102.3,"F",2006,0,3
44,87,90.92,"M",2000,0,6
54,109,113.5,"F",2003,1,3
49,82.97,83.47,"M",2004,2,3
33,90.02,91.82,"M",2003,0,3
55,74.33,74.72,"M",2000,0,8
34,79.53,84.72,"M",2005,3,5
32,70.55,71.18,"M",2000,0,4
40,70.77,71.22,"M",2005,2,4
30,100.4,103.5,"M",2003,0,4
39,101.1,101.1,"F",2002,1,4
34,102.5,105.2,"F",2004,5,9
50,118.5,126.2,"F",2006,5,7
29,79.17,80.85,"F",2002,0,3
41,NA,80.02,"M",1999,0,8
38,95.3,95.3,"M",2002,0,3
56,84.27,85.22,"M",2000,1,9
48,NA,77.43,"M",2008,4,5
33,91.67,96.33,"M",2004,2,7
32,NA,93.68,"F",2007,2,4
56,NA,83.97,"M",2008,9,10
51,91.87,93.35,"F",2001,2,6
41,74.02,75.03,"M",2003,2,3
49,NA,77.65,"M",2007,2,4
40,81,81.82,"M",2002,0,3
28,80.95,83.93,"M",2002,0,5
48,79.07,80.1,"M",2003,3,8
33,79,82.37,"F",2002,2,3
48,78.03,78.52,"M",2000,1,4
46,96.02,99.67,"F",2004,1,5
51,102.9,106.3,"M",2003,4,8
52,NA,100,"M",2007,3,4
32,NA,83.4,"M",2008,2,3
48,113,121.1,"F",2005,4,7
26,84.58,87.87,"F",2004,0,5
50,76.8,79.7,"M",2003,0,3
43,97.77,99.72,"F",2004,2,4
60,86.05,88.02,"M",2002,2,8
37,99.75,104.7,"F",2001,2,6
53,85.78,86.22,"F",2006,2,3
59,68.62,68.8,"M",2004,3,7
64,84.08,84.23,"M",2005,3,6
47,77.07,78.33,"M",2004,0,3
40,70.53,71.55,"M",2003,1,6
41,98.85,102.3,"F",2005,3,4
38,NA,92.02,"F",2008,3,4
29,80.25,82.57,"M",2002,1,3
35,NA,97.7,"F",2007,2,4
25,101.2,103.4,"F",2004,1,3
39,85.78,87,"M",2000,1,4
32,NA,105.4,"F",2008,5,6
37,69.73,69.73,"M",2005,5,6
65,113.8,117.9,"M",2002,1,3
30,95.37,100.7,"M",2003,1,3
47,NA,93.62,"F",2007,6,8
39,77.65,78.58,"F",2005,5,6
28,90.77,96.95,"F",2006,2,4
29,102.4,111.6,"F",2006,0,3
43,111,112.8,"F",2004,1,3
51,79.87,79.87,"M",2003,3,9
41,88.42,94.15,"M",2005,2,5
58,NA,93.32,"F",1999,0,3
50,NA,88.23,"F",2008,5,6
32,NA,89.32,"F",2008,2,3
31,NA,97.43,"F",2007,1,3
45,NA,96.37,"M",1999,0,9
40,86.9,87.75,"M",2000,1,3
28,NA,67.35,"M",2008,3,4
43,NA,101.3,"F",1999,0,3
34,62.65,62.93,"M",2002,2,3
28,61.05,61.13,"M",2006,2,3
59,NA,103.9,"M",1999,0,6
45,80.9,80.9,"F",2004,1,3
55,64.83,64.95,"M",2002,3,10
26,110.1,115.4,"F",2003,1,4
37,98.42,102.1,"F",2000,0,4
47,88.22,90.2,"M",2000,1,3
36,86.72,91.72,"M",2004,0,4
40,88.98,90.28,"M",2004,4,5
52,NA,85.13,"M",1999,0,9
24,84.03,87.95,"M",2006,1,4
33,87.93,88.37,"M",2005,2,3
34,78.28,78.77,"F",2000,0,4
56,113.2,113.2,"M",2005,4,5
28,86.18,89.97,"M",2001,0,4
25,NA,103.3,"F",2008,2,3
50,78.52,81.13,"M",2004,2,5
29,NA,96.12,"F",1999,0,3
40,72.2,73.45,"M",2005,2,4
37,87.37,89.88,"M",2001,1,4
33,117.8,118.9,"F",2001,0,3
41,79.22,80.13,"M",2005,1,3
21,77.7,78.92,"F",2000,0,6
65,106.6,111.2,"M",2004,2,5
38,79.52,85.05,"M",2001,1,3
28,NA,83.07,"M",2008,4,5
38,121.6,126,"F",2004,1,3
52,107.9,107.9,"F",2005,1,3
28,NA,97.98,"M",2008,2,3
61,116.3,118.7,"M",2000,1,5
42,92.17,94.88,"F",2001,0,3
35,97.25,98.68,"F",2005,0,3
37,100.6,106.8,"F",2004,2,3
30,101.9,105.2,"M",2004,0,3
39,NA,134.7,"M",2007,1,3
30,104.6,112.2,"F",2006,2,3
58,NA,83.68,"M",1999,0,3
28,99.68,104.5,"M",2002,2,4
32,66.05,66.7,"M",2002,2,3
51,78.45,80.68,"M",2001,0,3
33,NA,79.52,"F",2008,3,4
35,69.08,69.37,"M",2003,1,3
63,108.4,111.5,"M",2003,3,8
54,80.83,82.62,"F",2003,2,5
30,NA,119.5,"F",1999,0,3
51,85.7,87.98,"M",2002,3,6
66,124.1,124.1,"M",2005,5,6
52,86.47,88.48,"F",2005,2,3
42,70.4,70.95,"F",2004,2,3
37,67.57,67.7,"M",2005,3,5
33,61.13,61.13,"M",2003,0,5
40,65.1,65.53,"M",2002,0,3
67,NA,73.33,"M",1999,0,7
25,84.92,89.1,"M",2002,1,5
47,109.9,116.5,"F",2003,3,7
28,89.8,91.12,"F",2003,1,3
40,102.3,106.5,"F",2004,1,5
29,90.93,94.05,"M",2003,3,4
26,93.42,94.95,"F",2003,0,3
37,58.17,58.22,"M",2006,4,7
31,76.15,77.62,"F",2006,2,3
44,88.33,91.65,"F",2002,3,4
44,69.65,70.22,"M",2002,3,5
65,93.17,93.17,"M",2005,3,6
53,NA,88.87,"M",2007,1,3
36,78.13,79.67,"M",2003,1,4
25,98.23,105.5,"F",2005,2,3
34,92.88,95.68,"F",2004,2,3
53,119.4,123,"M",2005,4,6
31,NA,93.75,"M",2007,3,5
24,NA,89.82,"F",2008,2,3
44,71.4,71.93,"M",2000,1,8
57,66.23,66.32,"M",2002,1,7
40,83.15,84.88,"F",2006,0,3
35,71.65,72.35,"M",2003,4,6
46,73.63,74.75,"M",2005,0,3
47,106.3,112,"F",2005,0,3
36,106,110.3,"M",2004,3,7
25,88.67,91.07,"F",2000,0,4
49,NA,88.6,"M",1999,0,4
42,90.13,99.83,"F",2006,1,3
34,115.2,116.1,"F",2004,0,3
55,NA,90.35,"M",2008,8,9
37,NA,105.1,"M",2007,2,3
33,NA,83.93,"M",2007,3,4
55,NA,86.7,"M",1999,0,9
29,75.15,76.08,"F",2002,2,3
35,77.08,77.82,"F",2005,1,3
27,71.25,73.95,"M",2006,1,3
35,82.03,82.23,"F",2005,2,6
55,109,114,"F",2002,3,7
52,119.9,128,"F",2005,1,3
52,95.18,99.9,"M",2006,1,3
37,NA,98.58,"M",1999,0,3
35,87.62,90.2,"F",2006,2,4
42,NA,77.58,"M",2008,3,4
30,97.57,97.57,"M",2003,0,3
58,NA,92.43,"M",2008,3,4
54,76.88,77.93,"M",2000,1,3
36,97.42,100.4,"F",2003,0,3
24,97.85,104.4,"F",2005,0,3
51,105.4,112.7,"F",2006,2,3
48,63.55,63.68,"M",2004,3,4
26,75.92,76.88,"M",2003,0,3
41,95.93,100.1,"F",2003,3,5
49,NA,89.77,"F",2007,5,6
57,91.65,96.25,"M",2003,2,5
27,NA,111.4,"F",2008,3,4
46,64.6,64.82,"M",2004,1,3
30,NA,120.8,"F",2008,3,4
25,86.87,88.02,"F",2000,0,4
34,77.52,80.15,"M",2002,0,3
29,84.82,87.22,"M",2000,0,4
40,71.05,71.68,"M",2005,2,4
52,98.3,101.3,"F",2000,0,7
39,77.88,78.2,"F",2003,1,4
42,NA,68.33,"M",2008,3,4
28,NA,106.2,"F",2008,3,4
39,67.75,68.55,"M",2004,1,6
45,70.85,71.22,"M",2001,0,5
50,87.62,90.98,"M",2005,0,3
27,99.87,105.6,"F",2005,0,3
31,111.3,116,"M",2005,0,3
48,77.88,78.43,"M",2002,2,4
35,NA,68.88,"M",2007,4,5
26,NA,110.1,"F",2008,2,3
48,102.3,104,"F",2005,0,3
26,98.73,105.5,"F",2003,1,3
31,80.2,81.45,"F",2003,1,5
33,74.72,75.58,"M",2004,1,3
30,96.13,101.5,"F",2001,0,5
59,NA,120.4,"F",2007,3,5
34,66.18,67.33,"M",2000,0,4
39,89.67,93.3,"M",2001,1,4
48,88.27,93.42,"M",2005,5,8
51,98.77,98.77,"F",2003,2,3
29,75.98,80.88,"M",2001,1,3
49,78.3,78.83,"M",2004,3,5
35,87.75,89.25,"F",2002,0,3
55,112.5,119.3,"F",2003,0,3
56,82.05,83.15,"M",2000,1,9
42,76.17,76.38,"M",2003,1,5
52,99.03,103.4,"F",2004,1,3
51,78.32,79.12,"M",2001,2,8
25,55.82,55.87,"M",2005,2,3
52,108.5,110.3,"F",2004,0,4
58,73.42,74.22,"M",2000,0,3
40,97.62,99.63,"M",2005,1,5
43,87.15,90.17,"M",2002,0,4
47,78.95,79.77,"F",2006,1,3
48,116.5,119.3,"F",2005,3,6
40,82.57,84.98,"F",2003,1,3
55,78.02,78.08,"M",2003,0,3
44,NA,73.33,"M",1999,0,6
51,103.1,106.5,"M",2005,1,4
42,83.48,84.8,"M",2000,0,7
29,94.75,101.1,"F",2004,1,4
51,119.2,125,"F",2004,0,4
49,NA,101.5,"M",1999,0,4
62,79.65,80.48,"M",2006,5,7
47,NA,107.3,"M",2008,2,3
62,116,122,"M",2003,2,3
32,92.97,99.38,"F",2006,2,3
49,105.1,109,"M",2002,1,5
31,77.4,78.67,"F",2005,3,4
57,102.1,108.5,"M",2002,3,5
40,96.75,101.4,"F",2005,5,8
54,NA,92.7,"M",2008,2,3
43,79.22,79.43,"F",2001,1,5
32,86.9,89.85,"F",2004,5,6
51,73.27,73.57,"M",2005,2,4
26,131.1,137.4,"F",2002,0,4
53,69,69.07,"M",2000,1,9
34,86.1,88.08,"M",2001,1,6
29,82.53,85.7,"F",2001,0,3
36,87,90.77,"M",2004,2,4
31,79.33,80.33,"M",2004,0,3
52,81.35,84.32,"M",2005,2,4
33,86.98,91.18,"F",2005,2,3
32,97.37,100.2,"F",2003,0,3
68,NA,103.5,"F",2008,6,7
28,89.67,93.65,"F",2004,0,4
25,90.68,95.57,"F",2002,0,4
43,74.98,76.05,"M",2003,0,3
71,124.2,128.2,"F",2003,4,6
52,137.5,144,"F",2004,2,5
59,NA,70.45,"M",2007,3,5
49,107.9,112.8,"M",2005,1,3
38,NA,79.55,"M",1999,0,7
37,114.9,120.5,"F",2003,0,3
50,109.8,115.8,"F",2003,3,4
47,98.47,99.2,"F",2006,2,4
40,97.32,104,"F",2004,2,4
38,81.28,82,"F",2006,3,4
31,89.75,96.58,"F",2002,3,4
34,79.92,81.47,"M",2001,1,3
35,NA,106,"F",1999,0,5
39,95.68,100.7,"F",2000,0,6
48,69.27,69.5,"M",2001,2,8
52,83.95,87.77,"M",2006,3,6
43,79.88,80.95,"M",2005,0,4
60,116.7,123.3,"M",2006,1,3
53,NA,98.82,"M",2008,2,3
29,NA,85.22,"M",2007,2,3
32,77.63,78.22,"M",2002,2,3
35,67.67,68.03,"M",2005,2,5
51,88.97,94.17,"M",2005,3,6
48,80.1,83.42,"M",2003,2,8
42,NA,98.15,"M",1999,0,8
56,78.98,79.18,"M",2003,2,8
40,82.52,87.12,"M",2006,1,3
43,87.9,89.98,"M",2002,2,5
55,115.3,118.9,"M",2005,2,4
35,120.7,124.8,"F",2005,4,5
37,72.75,73.22,"F",2000,0,5
41,NA,76.05,"M",2007,1,3
55,NA,89.7,"M",2008,7,8
47,NA,79.6,"M",1999,0,5
34,88.57,92.48,"M",2002,1,5
36,106.1,112.4,"F",2003,3,7
33,106,107.5,"F",2002,0,4
38,87.58,89.53,"M",2002,2,4
29,NA,86.52,"F",2007,1,3
52,110.9,114.3,"M",2002,2,4
47,82.25,82.75,"M",2003,2,7
54,91.93,96.32,"M",2004,1,4
27,76.33,79.4,"F",2006,1,3
24,79.1,79.1,"M",2005,2,3
43,96.35,100.5,"F",2003,3,7
41,95.88,97.97,"F",2002,1,5
42,82.05,83.45,"M",2000,1,5
44,NA,79.55,"M",1999,0,4
26,83.17,89,"F",2004,1,4
50,88.93,89.58,"F",2006,1,4
47,68.9,73.73,"M",2001,0,3
55,73.55,81.2,"M",2005,1,4
49,NA,71.9,"F",2007,3,5
34,96.57,104.5,"F",2005,2,5
43,95.53,97.57,"M",2003,2,3
49,86.35,87.93,"F",2004,4,9
28,NA,62.7,"M",2007,3,5
53,NA,91.98,"F",2008,6,7
49,71.92,72.47,"M",2006,2,3
26,94.78,102.3,"F",2005,1,3
54,79.22,80.2,"M",2003,4,8
52,NA,111.2,"M",1999,0,7
50,82.05,85.77,"M",2006,1,3
37,71.28,71.85,"M",2002,1,5
41,NA,90.57,"M",1999,0,5
44,59.15,59.2,"M",2006,7,8
37,NA,84.75,"M",2007,4,5
37,84.65,85.45,"M",2003,0,6
44,76.13,77.28,"M",2004,1,4
30,87.75,90.95,"F",2001,2,6
32,85.42,87.23,"M",2002,2,5
26,111.8,114.7,"F",2004,1,5
25,99.53,107.7,"F",2001,0,3
37,97.92,100.7,"F",2001,1,3
34,84.93,89.98,"F",2005,4,7
39,NA,76.8,"M",1999,0,5
51,92.58,95.65,"F",2003,0,3
36,NA,89.98,"M",1999,0,4
46,NA,90.92,"M",1999,1,6
28,100.4,106.1,"F",2006,1,3
40,NA,108.5,"M",1999,0,7
52,82.62,83.37,"M",2002,1,3
40,81.37,81.37,"M",2004,0,3
42,NA,78.33,"M",2007,2,3
40,92,95.6,"M",2003,4,10
46,NA,107.1,"M",2007,2,3
39,83.58,83.87,"F",2006,1,3
40,69.43,70,"M",2002,0,3
57,88.23,93.52,"M",2006,2,5
31,NA,109.7,"F",2007,1,3
35,122.1,124.8,"F",2005,1,4
39,95.25,97.22,"F",2004,3,5
40,93.35,99.73,"F",2003,1,3
36,78.73,80.6,"M",2006,0,3
45,84.08,86.78,"M",2005,1,5
31,NA,71.35,"M",2007,4,6
43,121.3,124.7,"M",2003,1,3
58,77.5,78.5,"M",2003,2,7
36,78.98,80.33,"F",2006,3,4
31,82.25,83.53,"F",2002,1,3
31,113.9,121.5,"F",2004,2,3
24,104.4,105.2,"M",2006,0,3
50,NA,72.02,"M",1999,0,4
26,111.6,114,"F",2001,0,4
32,NA,97.47,"F",2008,2,3
28,61.23,61.53,"M",2004,0,3
58,NA,101.1,"F",2007,7,9
28,NA,80.78,"M",2008,3,4
32,NA,81.02,"M",2007,2,3
50,113.2,117.2,"M",2003,2,6
45,NA,72.95,"M",2008,5,6
31,98.87,106.3,"F",2004,1,3
48,89.88,89.88,"M",2002,2,3
34,97.9,105.6,"F",2004,4,5
59,90.27,93.72,"M",2005,4,5
44,125,131.8,"M",2005,1,4
51,NA,81.6,"M",2008,6,7
49,71.57,72.08,"M",2004,2,3
32,87.55,88.95,"M",2002,1,4
49,95.83,99.02,"M",2005,1,4
43,83.75,87.5,"M",2003,2,4
46,83.5,84.05,"F",2005,1,4
53,83.98,87.03,"F",2002,0,7
49,97.55,102.7,"F",2003,2,3
45,NA,83.73,"M",2008,2,3
30,79.4,80.72,"F",2002,3,7
57,134.3,137.8,"M",2004,2,3
50,67.1,67.22,"M",2004,3,6
41,64.32,64.85,"M",2001,0,8
31,114.9,124.4,"F",2006,1,3
47,NA,86.68,"M",1999,0,6
49,78.98,80.53,"M",2000,1,3
55,82.12,83.98,"M",2002,3,7
37,96.67,101,"F",2002,0,3
68,NA,94.95,"M",2008,5,6
27,NA,77.52,"M",2007,1,3
28,NA,69.52,"M",2008,2,3
65,94.15,96,"F",2002,0,3
53,NA,91.98,"M",2007,2,3
