FishID,Length,Weight
1169,74,3.95
13069,71,3.866
4367,65,3.372
1284,83,6.38
3279,54,1.849
4036,68,3.59
13178,68,3.335
3484,92,9.664
4466,81,5.539
3201,54,1.789
13406,65,2.543
13056,77,4.747
4608,65,2.928
3730,67,3.364
3578,59,2.296
3760,59,2.164
4328,87,6.735
3285,71,4.173
3738,64,2.966
4945,68,3.601
4495,69,3.704
3246,56,2.217
3223,77,5.25
4993,64,2.784
3691,72,4.304
3805,69,3.485
10,80,5.35
3575,64,2.848
3353,76,5.214
3365,83,7.006
3784,73,4.018
4340,68,3.488
4201,62,3.058
4596,76,5.095
4438,64,3.014
43,73,4.337
160,76,4.495
4980,66,3.234
3692,86,7.782
3349,55,1.955
3261,72,4.605
4346,73,4.232
4577,63,2.804
3588,62,2.99
4979,68,3.46
13349,60,2.122
4120,62,2.586
3660,95,10.18
4284,65,3.105
4551,87,7.629
4075,70,3.599
1359,68,3.74
4852,66,2.978
13061,78,5.078
5006,63,2.69
4599,62,2.646
4262,71,4.004
4584,69,3.405
4384,66,3.3
1162,67,3.95
3243,57,1.95
3168,63,2.824
3890,61,2.679
4468,72,4.237
117,73,4.374
13,75,4.98
4018,67,3.223
1270,73,3.97
199,75,4.867
4181,51,1.505
4291,64,3.129
1156,78,4.94
13403,60,2.504
4860,72,3.951
4389,62,2.876
4115,71,3.857
4008,69,3.642
4500,71,3.869
1243,66,3.7
3,71,3.933
3926,68,3.255
1153,78,4.97
3187,62,2.759
3255,56,1.961
3910,70,3.737
4477,71,3.141
4464,65,3.358
1269,73,4.25
4606,66,3.202
3277,58,2.557
1278,73,4.2
3595,62,2.829
4415,72,4.493
13409,66,3.073
3380,69,3.761
4007,67,3.538
4024,80,5.839
3273,53,1.791
4148,58,1.915
4454,66,3.297
4188,50,1.352
13338,75,5.236
3294,54,1.787
3308,60,2.586
3680,70,4.273
109,64,2.699
4113,59,2.271
84,64,2.854
1297,78,5.47
3889,70,3.797
3276,79,6.133
4469,55,1.696
4012,78,5.638
3487,95,9.563
3410,75,5.22
114,59,2.339
4268,65,2.974
13325,85,5.885
3423,61,2.469
4581,64,3.096
116,56,1.945
156,71,3.814
4246,65,3.02
3407,51,1.41
4238,56,1.821
1274,66,3.29
4184,60,2.405
4607,62,2.954
1186,70,3.5
13336,63,2.743
4592,77,4.858
3186,70,4.161
1323,67,3.17
3303,95,9.926
3853,90,7.586
4618,67,3.47
3236,66,3.168
4082,62,2.607
3418,60,2.343
4853,64,2.882
4482,75,4.994
3192,80,5.478
3786,71,3.79
3709,71,3.694
4119,63,2.654
3978,75,4.642
3574,66,3.19
13428,58,2.306
3339,81,6.066
4587,62,2.753
4314,65,3.085
4582,63,2.46
13158,92,8.681
1317,76,4.47
13315,85,7.439
4833,56,2.291
4565,77,5.215
3215,64,2.958
4561,57,1.886
1195,70,3.69
3402,76,4.91
3430,54,1.766
4570,70,4.301
3368,65,3.357
5004,74,4.777
3405,80,5.803
3656,82,6.306
1378,75,4.211
3837,74,4.765
13402,82,5.6
31,74,4.229
4206,63,3.128
118,76,4.83
1381,75,4.81
4223,59,2.211
4437,64,2.823
3855,82,5.827
4057,76,4.667
3320,75,4.534
13068,62,2.486
4171,64,2.817
4499,69,3.331
201,80,5.906
4392,69,3.4
1321,66,2.81
4142,55,1.799
4199,53,1.997
3928,57,2.092
3175,77,4.777
3220,75,5.038
3687,70,4.231
4530,53,1.544
3724,61,2.59
13345,66,3.294
3584,68,3.214
4250,55,1.848
4567,65,2.998
13057,85,5.55
4014,73,5.131
3288,79,5.709
1171,68,3.46
1339,71,3.44
1256,63,2.62
4019,81,6.12
4422,57,2.021
4020,80,5.943
3370,79,5.606
1241,74,4.22
3458,93,9.174
4423,79,4.949
4003,73,4.576
152,72,3.869
48,81,5.417
13418,73,4.055
13066,77,5.022
3690,80,5.997
4104,61,2.362
44,62,2.599
3422,63,2.74
3593,59,2.299
4245,55,1.736
36,71,3.714
1372,65,3.37
4028,75,4.82
13085,85,6.575
4219,59,2.305
3227,69,2.478
3716,73,4.693
3679,79,5.872
13322,83,5.975
4403,65,2.95
4554,72,4.286
4984,57,2.109
1226,64,2.68
4569,66,3.292
4801,67,3.496
3360,87,6.965
3675,72,4.031
3173,75,5.122
4364,63,2.69
19,73,3.971
13426,55,1.919
1318,64,2.59
134,71,3.985
3901,70,3.836
68,84,7.178
3990,77,5.015
3836,68,3.901
4126,60,2.426
3280,79,5.725
4966,66,2.92
3362,63,3.126
3781,85,7.233
3666,65,3.12
3793,66,3.251
4327,60,2.686
3388,84,6.852
1183,85,5.7
4374,80,5.685
3398,62,2.781
12,72,3.801
1336,73,4.28
4491,69,3.082
13169,75,4.721
3335,77,5.472
3427,80,5.654
1250,64,2.78
4409,63,2.895
3170,92,8.937
3813,80,6.531
3476,56,1.963
86,76,5.115
4251,52,2.112
4622,64,3.312
73,75,4.389
13430,61,2.457
161,76,4.748
3462,96,9.322
3754,64,2.899
3676,76,4.79
4564,64,2.759
4163,52,1.55
4295,66,3.572
4107,72,5.315
3771,90,7.948
1181,76,4.68
1365,94,9.17
1376,77,4.76
3909,70,3.814
4147,56,2.017
4269,66,3.248
3284,78,5.326
4616,72,4.428
4807,60,2.552
1292,76,5.11
3424,66,3.39
4307,72,4.547
4991,65,2.897
4319,74,4.737
3477,59,2.14
3722,82,6.265
5010,70,3.755
3264,54,1.847
3212,75,5.366
106,69,3.411
3401,68,2.694
25,78,4.669
13080,77,5.64
190,75,4.367
3733,67,2.923
3859,71,4.097
3210,75,4.997
1327,72,4.11
4025,74,4.666
4958,67,2.89
3710,63,2.794
13159,85,6.883
1200,57,1.79
4261,89,7.368
13431,56,1.966
3940,69,3.88
4266,70,3.416
13153,81,5.171
1304,75,4.98
3835,88,8.197
82,67,3.176
4803,62,2.472
4040,70,4.013
4130,60,2.331
4030,67,3.354
122,63,2.651
4191,72,4.22
4516,55,1.609
3310,58,2.043
3803,66,3.104
4088,61,2.568
3662,70,3.837
4494,65,2.913
3214,74,4.494
3289,57,2.341
3911,70,3.948
1300,56,2
4365,63,2.912
4507,80,4.65
13182,63,2.607
4232,51,1.449
1157,81,5.66
4976,63,3.155
4382,66,3.134
4004,69,3.493
1370,60,2.02
4345,65,3.264
4831,67,3.392
4084,56,1.841
3929,77,4.737
13419,59,2.402
4149,58,2.092
3171,72,4.532
4417,63,2.721
3164,72,4.114
4159,51,1.343
4560,55,1.708
59,84,6.208
4158,68,3.179
4421,58,2.001
4066,74,4.511
4114,62,2.642
3657,70,3.808
4378,83,6.347
1198,74,3.97
4515,65,2.868
4406,66,3.465
3818,75,4.888
1332,71,3.66
1216,56,1.8
4600,68,3.786
4242,60,2.555
166,80,5.135
3667,71,3.825
3180,70,4.322
3777,99,11.363
4401,61,2.636
3962,65,3.843
4180,55,1.85
13421,73,4.44
1209,65,2.96
4845,63,2.851
3695,64,2.724
4274,57,1.985
4330,73,4.465
4190,88,7.252
4427,58,2.123
4459,65,3.264
13163,81,6.008
1293,74,4.39
3455,85,6.341
4950,69,3.61
3897,82,5.936
4944,76,4.289
3866,70,3.722
4439,65,3.363
155,77,5.266
3908,64,3.043
4009,73,4.54
3914,82,6.246
1384,75,4.39
4131,73,4.714
4474,83,5.417
3486,91,9.046
4276,70,3.844
4204,60,2.582
3811,79,5.517
3319,101,11.749
202,64,2.948
4200,60,2.725
3221,64,2.809
3213,65,3.296
4593,60,2.368
32,73,4.101
3904,70,3.783
1262,62,2.62
4797,68,3.296
3178,71,4.276
100,75,4.841
4095,70,4.094
4270,60,2.337
4943,69,3.031
4562,79,5.518
135,74,4.23
102,80,5.922
150,71,3.714
1202,82,6.19
4460,62,2.847
4178,54,1.766
4189,49,1.234
4550,73,4.25
3802,70,3.74
3200,65,3.223
74,76,4.844
3762,60,2.25
4850,63,2.75
4074,70,3.121
40,62,2.542
195,76,4.532
4134,68,3.695
3239,64,2.923
3419,55,1.883
1272,82,5.74
4957,63,3.271
1182,79,5.09
4996,68,3.361
93,69,4.156
3323,59,2.154
4962,74,4.284
4083,65,2.897
13171,80,5.227
3761,59,2.332
4433,66,3.462
13173,71,3.754
4228,63,2.623
1312,70,3.31
3746,71,3.798
4986,55,1.866
4536,54,1.706
1352,73,4.01
4988,66,2.884
4317,71,4.319
1192,81,5.67
1158,80,4.54
13401,62,2.697
3354,71,3.831
3604,71,4.175
3300,81,5.569
4277,65,3.221
4589,72,4.705
4399,61,2.608
4237,57,1.792
13343,64,2.732
3299,59,2.291
4016,65,3.568
1367,75,4.57
4230,50,1.284
3995,74,4.409
3344,102,14.274
3651,78,5.369
3185,57,2.147
3955,70,3.853
4799,59,2.36
4571,54,1.791
4221,64,2.734
1344,69,3.6
4586,83,6.805
4194,53,1.66
4052,79,4.164
4809,76,4.978
3971,80,5.36
3843,64,2.873
21,76,4.655
1149,66,3.29
3951,71,4.309
3431,82,6.319
3485,96,10.351
4990,65,2.886
3602,63,2.919
4830,68,3.099
13157,80,5.188
1355,64,2.87
3452,85,6.758
4456,70,3.863
3693,93,9.226
4136,63,2.866
3447,60,2.485
3274,60,2.571
3932,71,4.174
3961,70,4.275
4157,61,2.624
3585,81,5.86
4116,59,2.355
1222,54,1.77
3224,65,3.02
64,67,3.517
4289,75,4.952
4544,72,3.277
3664,83,6.688
1294,68,3.42
1363,80,5.63
3963,72,4.178
3577,67,3.241
4033,72,4.306
4337,71,4.434
3379,79,5.184
4490,67,3.589
3723,65,2.998
1160,74,4.44
1213,77,5
3880,60,2.349
3369,85,6.143
3847,66,3.044
3207,76,5.347
3702,76,4.702
173,76,4.994
125,70,3.672
3355,63,2.673
4375,66,3.276
3993,82,5.978
3770,65,3.039
4195,58,2.402
1179,73,4.25
1326,66,2.98
3394,79,5.788
1324,60,2.38
3985,74,4.674
4051,67,2.686
174,68,3.748
3260,73,4.602
4106,60,2.538
1155,77,4.99
4305,75,4.896
4517,71,3.571
4396,67,3.306
4997,79,5.426
3356,60,2.547
3721,91,7.683
4498,70,3.044
4102,63,2.833
4541,69,3.539
3884,63,3.045
13187,61,2.294
4836,63,2.8
3808,62,2.563
1380,69,3.38
4067,75,4.852
13335,66,2.974
4283,70,4.179
4602,70,3.67
3437,67,3.464
4357,66,3.195
3743,62,2.692
3741,65,3.036
3787,72,4.191
4154,83,6.089
4463,71,3.654
22,72,4.254
9,80,5.024
3374,76,4.844
3605,63,2.877
4854,69,3.208
4566,78,5.705
3878,69,3.55
4808,68,3.649
1217,66,2.928
3337,60,2.277
4443,73,4.606
3794,73,4.192
4789,64,2.797
128,82,5.376
4617,61,2.579
3862,64,3.17
13063,65,3.211
4048,76,4.596
1218,56,1.92
4101,60,2.533
3671,69,3.821
3581,79,5.552
3893,76,5.059
4961,77,5.485
4534,55,1.83
3864,73,4.157
108,83,6.824
4318,70,3.954
3342,95,10.75
4049,66,3.296
4537,51,1.68
3348,77,5.016
3601,59,2.427
4486,68,3.239
1206,77,4.7
4812,64,2.987
3436,69,3.71
3806,63,2.728
3489,86,7.611
3809,66,3.241
3240,53,1.672
3283,76,5.03
4349,62,2.916
4059,75,4.73
3669,69,4.178
182,63,3.1
3736,61,2.53
3874,62,2.714
4141,82,5.819
3947,80,6.01
4623,61,2.637
4627,60,2.379
3841,69,3.698
3711,85,6.813
3758,61,2.471
4784,75,4.751
13183,61,2.487
4326,69,3.632
3714,65,3.405
3987,78,5.509
3228,76,5.427
3917,99,11.955
3766,59,2.273
3783,75,4.693
121,76,4.829
34,55,1.958
1236,68,3.57
4508,69,3.827
3433,81,6.378
4526,55,1.068
1245,66,3.05
1287,69,3.38
4529,61,2.159
4395,71,4.469
3305,84,6.572
4229,54,1.653
4505,74,3.947
3742,63,2.696
13067,75,4.262
4540,65,3.241
3817,71,4.019
3998,71,4.174
4288,64,2.774
13170,86,6.71
4473,72,3.463
1358,67,3.22
4609,69,3.689
1208,59,2.14
1229,69,3.71
4404,62,3.32
3827,91,9.011
4213,59,2.096
3653,92,9.229
3979,82,6.024
1356,77,5.01
4174,62,2.496
3435,65,2.977
3471,66,3.227
4243,59,2.252
4613,61,2.755
153,68,3.757
13161,80,5.647
13164,97,10.237
79,61,2.387
181,77,5.512
1305,64,2.83
4385,72,4.348
4076,66,3.183
3860,65,3.092
4834,72,4.412
3193,74,4.373
4077,70,3.439
3441,61,2.529
4015,80,6.151
1260,64,2.97
3317,60,2.398
13344,65,2.879
1151,71,3.59
13412,67,3.242
3931,70,3.717
4843,57,2.215
3898,77,5.191
3480,58,2.317
1252,75,4.18
4393,66,3.382
3952,74,4.77
3822,72,4.385
1275,66,2.71
3921,68,3.404
3211,62,2.771
3235,62,2.72
4143,54,1.517
1159,70,3.36
3726,63,2.854
4072,83,5.91
3325,62,2.499
1296,71,4.12
13074,82,5.561
3953,69,3.708
85,89,7.878
87,77,5.235
3434,66,3.304
1184,71,3.86
104,72,3.968
1199,89,7.08
30,67,3.104
4310,64,2.886
13329,91,8.531
4056,80,5.195
124,79,5.576
4172,63,2.769
46,80,5.599
76,74,4.659
13339,59,2.174
1362,71,3.65
3941,74,4.472
3383,91,9.61
1308,72,3.41
42,69,3.633
3373,59,2.4
1147,75,4.13
13058,65,3.065
13346,61,2.606
13190,59,2.234
3208,73,4.868
4408,58,2.248
3957,82,6.247
13395,61,2.349
3868,70,4.022
4583,71,3.82
13059,82,5.882
3922,76,4.911
11,84,6.891
4968,75,3.995
1364,84,6.53
4064,76,5.306
4983,64,2.939
1146,65,2.78
4487,69,3.084
4429,68,3.302
4387,67,3.579
4263,62,2.779
3834,83,7.035
4828,67,3.37
1224,72,3.93
4135,63,2.815
3222,71,4.113
4265,61,2.465
3470,56,1.921
3481,60,2.329
4419,67,3.933
3366,85,7.622
4022,70,4.182
4165,60,2.554
194,71,3.892
4217,62,2.622
189,76,5.145
4610,68,3.558
4426,56,1.881
4294,66,3.192
107,82,5.12
3351,78,5.715
3706,68,3.233
4093,61,2.737
1322,62,2.36
4311,63,2.944
3195,70,3.54
3286,77,4.78
13179,61,2.446
3312,72,4.43
4005,78,5.626
3819,62,2.987
1214,74,4.63
1285,71,3.9
3268,63,3.193
3800,63,2.878
3879,63,2.819
13077,89,7.12
4452,60,2.651
177,75,5.089
53,79,5.188
1309,70,3.13
4441,82,6.78
13154,82,6.406
3371,57,2.254
3408,87,7.887
3334,63,3.032
4595,63,2.994
65,86,8.017
4559,64,3.048
1325,69,3.16
4224,63,2.563
13192,62,2.37
13064,83,6.006
13181,65,2.813
3603,55,1.804
4081,65,2.798
13404,73,4.56
1379,64,2.98
3882,65,3.133
3886,61,2.603
3735,67,3.074
3663,69,3.725
3478,56,1.818
3991,81,6.331
3930,83,6.366
179,77,5.222
3275,58,2.189
3322,79,5.254
4168,65,2.858
4450,93,9.352
3438,80,6.455
3948,78,5.453
3442,66,3.187
3345,89,9.633
4086,55,1.678
170,73,4.688
13180,72,4.059
4838,71,3.936
4992,74,4.436
3832,82,6.499
3381,62,2.752
4344,63,2.804
63,81,5.959
4169,70,3.403
4155,66,3.057
4368,60,2.538
13330,81,5.806
13167,94,8.66
4341,67,3.49
4942,71,3.836
172,80,6.381
3358,61,2.796
3839,74,4.564
4458,87,8.141
1248,71,3.67
3989,72,4.17
3241,57,2.009
3451,61,2.595
4528,55,1.967
4153,54,1.482
3242,61,2.372
3799,71,3.857
4817,61,2.421
4478,73,4.613
1369,70,3.6
3790,69,3.772
94,80,5.482
4218,60,2.073
3256,57,2.041
3338,56,1.899
3591,55,1.994
4410,65,2.855
4091,53,3.001
28,74,4.247
1386,64,2.69
205,66,3.336
13079,81,6.078
4844,65,3.18
183,70,4.049
5003,63,2.848
13076,80,5.025
4594,70,3.487
3219,60,2.593
1264,66,2.59
4152,56,1.82
88,74,5.09
4432,55,1.855
13417,72,4.096
4046,72,4.366
4185,61,2.603
3583,62,2.528
3872,78,5.525
4203,51,1.878
4312,70,3.909
13323,99,10.874
1383,59,2.26
1165,67,3.01
4960,72,4.065
4156,54,1.542
3767,90,7.556
4360,66,3.202
13168,86,7.107
1286,78,5.12
3183,60,2.321
4128,63,2.84
13065,81,5.104
3473,60,2.342
4287,76,5.114
4073,87,7.025
4948,75,4.406
3411,64,3.132
4975,62,2.765
1193,66,3.09
3439,62,2.961
171,81,6.155
115,60,2.247
4322,68,3.341
5009,73,4.37
1347,77,4.95
3392,81,6.311
3938,72,4.18
4370,71,3.99
4063,75,4.259
4373,65,3.26
3326,87,7.977
3857,86,6.971
3935,72,4.479
4225,57,1.971
175,81,6.071
3194,90,7.71
3172,88,8.051
13433,61,2.61
1273,75,4.15
3678,71,3.863
4306,79,5.089
4412,71,3.885
3468,84,6.997
4626,56,2.095
151,78,5.022
4841,70,3.353
4023,82,6.094
1366,71,3.63
4786,61,2.635
13351,61,2.438
4361,80,6.324
4822,68,3.027
13413,82,5.545
1331,72,3.75
3448,87,8.264
3463,80,5.537
4227,58,2.06
3272,88,8.257
4489,72,3.841
4035,70,4.046
4111,73,4.616
3404,66,3.534
24,84,6.669
3815,71,4.051
192,88,7.224
13319,90,7.403
1190,65,3.08
1330,72,3.86
3189,57,2.23
3406,66,3.367
1235,74,4.31
1290,79,4.99
3712,84,7.041
13314,87,6.586
13398,64,2.58
4343,68,3.143
4324,67,3.466
3683,108,11.621
3778,76,4.969
4390,70,4.218
4816,60,2.466
4994,55,1.671
3304,62,2.596
1212,51,1.27
1170,66,3.28
3346,89,8.035
4947,65,3.171
4795,60,2.362
4782,65,3.121
4397,72,4.418
3330,66,3.546
3390,81,6.173
4146,52,1.353
3974,70,4.045
4829,58,2.348
13083,72,3.897
1237,58,2.3
4995,71,3.527
4352,71,4.014
4496,73,4.305
4493,68,2.991
1320,87,7.36
120,75,4.662
1249,70,3.69
3311,77,5.345
80,70,3.631
4952,72,3.938
4955,66,3.304
4978,71,3.657
4455,87,7.646
3217,64,2.787
3580,57,2.004
1307,69,3.53
4963,73,4.312
4628,65,3.211
3792,83,6.353
1371,71,3.62
4214,59,2.274
3361,75,5.241
1316,68,2.85
13172,86,6.655
3409,63,3.001
13425,57,2.193
13189,58,2.171
4620,70,3.528
4391,68,3.872
3810,63,2.828
4271,65,2.929
4542,74,3.815
1185,80,5.5
1333,66,2.96
1166,56,1.66
131,77,4.798
1258,77,5.33
3420,65,3.098
4315,69,4.105
1163,57,1.94
3245,60,2.537
3965,73,4.494
3838,77,4.968
3229,65,3.262
4240,59,2.258
3826,81,6.169
3179,77,7.159
164,75,4.717
1377,72,3.69
4946,67,3.081
